         37994448 function calls (37476797 primitive calls) in 57.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.080    0.080 matcher.py:1(<module>)
      560    0.001    0.000    0.079    0.000 _compiler.py:578(_code)
     1232    0.006    0.000    0.079    0.000 _ops.py:1304(__getattr__)
        1    0.000    0.000    0.079    0.079 gitlib.py:1(<module>)
     3418    0.002    0.000    0.078    0.000 _typing_extra.py:485(_eval_type_backport)
     5020    0.009    0.000    0.078    0.000 flatten.py:51(forward)
    73167    0.056    0.000    0.078    0.000 <frozen posixpath>:138(splitroot)
        1    0.000    0.000    0.078    0.078 response_input_item.py:1(<module>)
      730    0.001    0.000    0.077    0.000 dataclasses.py:661(_cmp_fn)
     3418    0.004    0.000    0.077    0.000 _typing_extra.py:515(_eval_type)
      830    0.004    0.000    0.077    0.000 _pytree.py:1539(tree_map_)
        2    0.000    0.000    0.077    0.038 neural_nets.py:99(__init__)
    25100    0.047    0.000    0.076    0.000 container.py:240(__iter__)
      267    0.001    0.000    0.075    0.000 dataclasses.py:638(_frozen_get_del_attr)
      330    0.011    0.000    0.074    0.000 enum.py:528(__new__)
    12/10    0.000    0.000    0.074    0.007 __init__.py:425(__getattr__)
     2767    0.003    0.000    0.074    0.000 trace_rules.py:3026(_load_obj_from_str)
        6    0.000    0.000    0.073    0.012 neural_nets.py:157(__init__)
10018/3449    0.015    0.000    0.073    0.000 typing.py:407(_eval_type)
     5000    0.010    0.000    0.073    0.000 {method 'clip' of 'numpy.ndarray' objects}
      478    0.002    0.000    0.073    0.000 basic.py:212(__init_subclass__)
     8712    0.045    0.000    0.072    0.000 <frozen importlib._bootstrap>:124(setdefault)
     5000    0.072    0.000    0.072    0.000 {method 'unsqueeze' of 'torch._C.TensorBase' objects}
  485/366    0.002    0.000    0.072    0.000 _generate_schema.py:1150(_match_generic_type)
        1    0.000    0.000    0.072    0.072 widgets.py:1(<module>)
      479    0.031    0.000    0.071    0.000 assumptions.py:614(_prepare_class_assumptions)
        1    0.000    0.000    0.070    0.070 collections.py:1(<module>)
        1    0.000    0.000    0.070    0.070 server_process_global_profiler.py:1(<module>)
       20    0.000    0.000    0.070    0.003 conv.py:500(__init__)
     4884    0.070    0.000    0.070    0.000 grid.py:38(grid_to_coords)
     5020    0.069    0.000    0.069    0.000 {method 'flatten' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.069    0.034 _base.py:1(<module>)
       20    0.000    0.000    0.069    0.003 conv.py:87(__init__)
        1    0.000    0.000    0.069    0.069 _trace_wrapped_higher_order_op.py:1(<module>)
        1    0.000    0.000    0.069    0.069 axes3d.py:1(<module>)
     7655    0.005    0.000    0.067    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.000    0.000    0.066    0.066 _trace_wrapped_higher_order_op.py:156(__init__)
        1    0.000    0.000    0.066    0.066 nested_tensor.py:1(<module>)
       24    0.000    0.000    0.066    0.003 init.py:513(kaiming_uniform_)
     3789    0.065    0.000    0.065    0.000 {built-in method _io.open_code}
        1    0.000    0.000    0.065    0.065 nested_int.py:1(<module>)
       20    0.000    0.000    0.065    0.003 conv.py:182(reset_parameters)
        1    0.000    0.000    0.065    0.065 create_project.py:1(<module>)
      398    0.011    0.000    0.065    0.000 typing_extensions.py:1085(__new__)
       48    0.065    0.001    0.065    0.001 {method 'uniform_' of 'torch._C.TensorBase' objects}
      966    0.002    0.000    0.065    0.000 pathlib.py:1022(read_text)
      827    0.003    0.000    0.064    0.000 typing.py:747(Optional)
      937    0.006    0.000    0.064    0.000 __init__.py:64(_add_op_to_registry)
  393/342    0.002    0.000    0.064    0.000 _generate_schema.py:1318(_union_schema)
     5000    0.031    0.000    0.064    0.000 api.py:127(terminated)
        1    0.000    0.000    0.064    0.064 response_stream_event.py:1(<module>)
      558    0.001    0.000    0.063    0.000 __init__.py:205(decomposition_decorator)
    15060    0.054    0.000    0.063    0.000 functional.py:2792(_verify_batch_size)
     5000    0.063    0.000    0.063    0.000 _methods.py:98(_clip)
     3866    0.007    0.000    0.062    0.000 <frozen importlib._bootstrap_external>:615(_get_cached)
    31007    0.037    0.000    0.062    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       89    0.000    0.000    0.062    0.001 dispatcher.py:178(add)
     3789    0.062    0.000    0.062    0.000 {method 'read' of '_io.BufferedReader' objects}
 3879/560    0.023    0.000    0.062    0.000 _compiler.py:37(_compile)
        1    0.000    0.000    0.062    0.062 guards.py:1(<module>)
       89    0.000    0.000    0.062    0.001 dispatcher.py:222(reorder)
       19    0.000    0.000    0.062    0.003 exceptions.py:1(<module>)
      276    0.020    0.000    0.062    0.000 feedparser.py:469(_parse_headers)
    11525    0.008    0.000    0.061    0.000 typing.py:166(_type_convert)
        1    0.000    0.000    0.060    0.060 fragments.py:1(<module>)
        1    0.000    0.000    0.060    0.060 tool_param.py:1(<module>)
      227    0.017    0.000    0.060    0.000 artist.py:1511(get_setters)
     1504    0.009    0.000    0.060    0.000 fields.py:318(from_annotation)
   104557    0.060    0.000    0.060    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.060    0.060 _symbolic_trace.py:1(<module>)
       71    0.001    0.000    0.060    0.001 main.py:617(model_rebuild)
    68912    0.022    0.000    0.060    0.000 feedparser.py:127(__next__)
     1402    0.005    0.000    0.060    0.000 typing.py:916(_evaluate)
        2    0.001    0.000    0.059    0.030 function.py:1(<module>)
        1    0.000    0.000    0.059    0.059 test_operators.py:1(<module>)
    36475    0.032    0.000    0.059    0.000 tokenize.py:577(_generate_tokens_from_c_tokenizer)
        9    0.000    0.000    0.059    0.007 _base.py:783(__init_subclass__)
     6162    0.006    0.000    0.058    0.000 __init__.py:174(search)
      188    0.017    0.000    0.058    0.000 inspect.py:1239(getblock)
     1648    0.006    0.000    0.058    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.057    0.057 standalone_compile.py:1(<module>)
    14453    0.010    0.000    0.057    0.000 enum.py:720(__call__)
        1    0.000    0.000    0.057    0.057 graph_drawer.py:1(<module>)
        1    0.005    0.005    0.057    0.057 {built-in method torch._C._initExtension}
        1    0.000    0.000    0.056    0.056 shape_prop.py:1(<module>)
        1    0.000    0.000    0.056    0.056 colors.py:1(<module>)
     2394    0.008    0.000    0.055    0.000 fields.py:475(_construct)
        2    0.000    0.000    0.054    0.027 __init__.py:901(entry_points)
    23673    0.027    0.000    0.053    0.000 typing.py:1215(__setattr__)
      247    0.000    0.000    0.053    0.000 __init__.py:910(<genexpr>)
     6559    0.029    0.000    0.053    0.000 functools.py:35(update_wrapper)
        2    0.000    0.000    0.053    0.026 base_hop.py:60(__init__)
        1    0.000    0.000    0.053    0.053 method.py:1(<module>)
     6637    0.007    0.000    0.053    0.000 serialization.py:1223(persistent_id)
        1    0.000    0.000    0.052    0.052 grpc_helpers.py:1(<module>)
        1    0.000    0.000    0.052    0.052 fake_tensor.py:1(<module>)
      579    0.001    0.000    0.052    0.000 __init__.py:214(register)
        3    0.000    0.000    0.052    0.017 main.py:1(<module>)
        4    0.000    0.000    0.052    0.013 registry.py:1(<module>)
        2    0.000    0.000    0.052    0.026 globals.py:1(<module>)
     2550    0.027    0.000    0.051    0.000 fields.py:228(__init__)
        2    0.011    0.005    0.051    0.026 multiarray.py:1(<module>)
        1    0.000    0.000    0.051    0.051 _python_dispatch.py:1(<module>)
        4    0.000    0.000    0.051    0.013 numbers.py:1(<module>)
        1    0.000    0.000    0.050    0.050 cpp_builder.py:1(<module>)
    74012    0.030    0.000    0.050    0.000 pathlib.py:1164(__new__)
        6    0.050    0.008    0.050    0.008 {built-in method torch._foreach_div_}
        3    0.000    0.000    0.050    0.017 grpc.py:1(<module>)
    97077    0.033    0.000    0.049    0.000 <frozen posixpath>:41(_get_sep)
 1680/623    0.027    0.000    0.049    0.000 _decorators.py:430(build)
        1    0.000    0.000    0.049    0.049 templating.py:1(<module>)
     1609    0.020    0.000    0.049    0.000 {built-in method builtins.eval}
     3789    0.004    0.000    0.049    0.000 <frozen importlib._bootstrap_external>:1206(path_stats)
     1102    0.017    0.000    0.049    0.000 {built-in method _io.open}
        3    0.000    0.000    0.049    0.016 _factories.py:1(<module>)
        1    0.000    0.000    0.048    0.048 partfrac.py:1(<module>)
        1    0.000    0.000    0.048    0.048 decorator.py:65(xthreaded)
        1    0.000    0.000    0.048    0.048 decorator.py:16(threaded_factory)
  128/117    0.001    0.000    0.048    0.000 _docstring.py:122(__call__)
      457    0.008    0.000    0.048    0.000 wrappers.py:258(_out_wrapper)
    13170    0.027    0.000    0.048    0.000 inspect.py:2743(__init__)
        2    0.000    0.000    0.048    0.024 model.py:1(<module>)
     4562    0.015    0.000    0.048    0.000 _ops.py:1090(_has_script_object_arg)
      968    0.001    0.000    0.048    0.000 pathlib.py:1005(open)
     3662    0.013    0.000    0.047    0.000 typing_extensions.py:3228(_collect_parameters)
        1    0.000    0.000    0.047    0.047 dataloader.py:1(<module>)
       31    0.004    0.000    0.047    0.002 __init__.py:887(_rc_params_in_file)
        1    0.000    0.000    0.046    0.046 _fontconfig_pattern.py:1(<module>)
        1    0.000    0.000    0.046    0.046 environment.py:1(<module>)
        1    0.000    0.000    0.046    0.046 autograd_function.py:1(<module>)
        1    0.000    0.000    0.046    0.046 neural_nets.py:34(__init__)
 8633/129    0.007    0.000    0.046    0.000 ast.py:403(visit)
        1    0.000    0.000    0.046    0.046 service_account.py:1(<module>)
     6637    0.020    0.000    0.045    0.000 serialization.py:1173(persistent_id)
 7870/123    0.015    0.000    0.045    0.000 ast.py:409(generic_visit)
      890    0.006    0.000    0.045    0.000 fields.py:378(from_annotated_attribute)
        1    0.000    0.000    0.045    0.045 registration.py:640(make)
        3    0.000    0.000    0.045    0.015 source.py:1(<module>)
    20562    0.045    0.000    0.045    0.000 {method 'size' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.044    0.044 compiled_autograd.py:1(<module>)
        1    0.000    0.000    0.044    0.044 api.py:39(__init__)
       57    0.000    0.000    0.044    0.001 _guards.py:1108(wrap)
        1    0.000    0.000    0.043    0.043 _service_account_info.py:1(<module>)
      587    0.004    0.000    0.043    0.000 textwrap.py:419(dedent)
      306    0.003    0.000    0.043    0.000 _tensor.py:273(__reduce_ex__)
 8332/102    0.006    0.000    0.043    0.000 _docs_extraction.py:20(visit)
        1    0.001    0.001    0.042    0.042 runtime_wrappers.py:1(<module>)
      339    0.004    0.000    0.042    0.000 ast.py:34(parse)
        1    0.000    0.000    0.042    0.042 tool.py:1(<module>)
       10    0.001    0.000    0.042    0.004 _tensor.py:1203(__iter__)
      103    0.001    0.000    0.042    0.000 enum.py:862(_create_)
     1041    0.004    0.000    0.042    0.000 _ops.py:1099(__init__)
      276    0.000    0.000    0.042    0.000 _adapters.py:46(__init__)
    15060    0.021    0.000    0.042    0.000 batchnorm.py:462(_check_input_dim)
        1    0.000    0.000    0.042    0.042 wandb_settings.py:66(Settings)
     3616    0.007    0.000    0.041    0.000 typing.py:1174(__init__)
     7335    0.014    0.000    0.041    0.000 <frozen _collections_abc>:469(__new__)
      276    0.004    0.000    0.041    0.000 _adapters.py:63(_repair_headers)
       10    0.041    0.004    0.041    0.004 {method 'unbind' of 'torch._C.TensorBase' objects}
     2690    0.022    0.000    0.041    0.000 enum.py:254(__set_name__)
        1    0.000    0.000    0.041    0.041 es.py:1(<module>)
     5582    0.005    0.000    0.041    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
   138158    0.041    0.000    0.041    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.041    0.041 worldmap_viewer.py:1(<module>)
275339/275327    0.041    0.000    0.041    0.000 {built-in method posix.fspath}
2999/2825    0.009    0.000    0.041    0.000 functools.py:982(__get__)
        1    0.000    0.000    0.041    0.041 grid.py:53(add_objects)
        1    0.000    0.000    0.040    0.040 worldmap_model.py:1(<module>)
    77/66    0.019    0.000    0.040    0.001 {built-in method _imp.exec_dynamic}
        6    0.040    0.007    0.040    0.007 {built-in method torch._foreach_addcmul_}
     4048    0.017    0.000    0.040    0.000 <frozen importlib._bootstrap>:420(__exit__)
        1    0.000    0.000    0.040    0.040 point.py:1(<module>)
      5/1    0.000    0.000    0.039    0.039 grid.py:59(add_shapes)
        1    0.000    0.000    0.039    0.039 expr.py:1(<module>)
        4    0.021    0.005    0.039    0.010 grid.py:88(add_rectangle)
       14    0.000    0.000    0.039    0.003 _docstring.py:73(__missing__)
       10    0.000    0.000    0.039    0.004 functional.py:3881(mse_loss)
       38    0.000    0.000    0.039    0.001 fields.py:1637(computed_field)
       38    0.000    0.000    0.039    0.001 fields.py:1797(dec)
        1    0.000    0.000    0.039    0.039 jit.py:1(<module>)
        2    0.000    0.000    0.039    0.019 _types.py:1(<module>)
        1    0.000    0.000    0.038    0.038 entity.py:1(<module>)
        1    0.000    0.000    0.038    0.038 worldmap_model.py:62(WorldMapModel)
       84    0.038    0.000    0.038    0.000 _decorators.py:183(__post_init__)
       17    0.001    0.000    0.038    0.002 worldmap_model.py:24(_role)
      306    0.016    0.000    0.038    0.000 _tensor.py:322(_reduce_ex_internal)
       10    0.038    0.004    0.038    0.004 {built-in method torch._C._nn.mse_loss}
        2    0.001    0.000    0.038    0.019 _pytree.py:1(<module>)
        1    0.000    0.000    0.038    0.038 cam_viewer.py:1(<module>)
     6094    0.007    0.000    0.038    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        7    0.000    0.000    0.038    0.005 _config_module.py:156(install_config_module)
    68912    0.029    0.000    0.038    0.000 feedparser.py:77(readline)
        1    0.000    0.000    0.038    0.038 _sync.py:1(<module>)
     8712    0.024    0.000    0.038    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        1    0.000    0.000    0.038    0.038 _lazy_graph_module.py:1(<module>)
      735    0.002    0.000    0.037    0.000 typing.py:521(__getitem__)
        4    0.000    0.000    0.037    0.009 client.py:1(<module>)
     8712    0.023    0.000    0.037    0.000 <frozen importlib._bootstrap>:372(release)
     4104    0.025    0.000    0.037    0.000 inspect.py:3029(__init__)
        1    0.000    0.000    0.037    0.037 graph_module.py:1(<module>)
        1    0.000    0.000    0.037    0.037 run_create_params.py:1(<module>)
